"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"1",0,0.974204545454545,0.967136363636364,0.986045454545455,0.985113636363636,0.961818181818182,1,0.915681818181818,0.965613636363636,1,0.964477272727273,0.858727272727273,0.861181818181818,0.984136363636364,1,0.977363636363636,0.899840909090909,0.987022727272727
"2",0.974204545454545,0,0.992386363636364,0.698136363636364,0.687068181818182,0.928227272727273,0.771886363636364,0.634977272727273,0.742545454545455,0.679318181818182,0.508386363636364,1,0.986068181818182,0.987545454545455,0.848681818181818,0.589454545454545,0.966318181818182,0.94225
"3",0.967136363636364,0.992386363636364,0,0.907045454545454,0.975386363636364,0.963568181818182,0.992659090909091,0.896409090909091,0.965068181818182,0.974,0.965454545454545,0.859727272727273,0.873136363636364,0.974159090909091,0.942545454545455,0.986,0.971704545454545,0.944636363636364
"4",0.986045454545455,0.698136363636364,0.907045454545454,0,0.65825,0.958068181818182,0.795090909090909,0.741613636363636,0.778318181818182,0.759977272727273,0.728545454545454,0.997,0.932159090909091,0.990409090909091,0.757159090909091,0.718045454545455,0.977818181818182,0.923045454545455
"5",0.985113636363636,0.687068181818182,0.975386363636364,0.65825,0,0.909795454545455,0.820522727272727,0.794181818181818,0.723295454545455,0.773477272727273,0.822363636363636,1,0.974681818181818,1,0.706977272727273,0.732227272727273,0.976772727272727,0.851227272727273
"6",0.961818181818182,0.928227272727273,0.963568181818182,0.958068181818182,0.909795454545455,0,0.965068181818182,0.944045454545455,0.938681818181818,0.954590909090909,0.975431818181818,0.928931818181818,0.926977272727273,0.977545454545455,0.917045454545454,0.962863636363636,0.968522727272727,0.700022727272727
"7",1,0.771886363636364,0.992659090909091,0.795090909090909,0.820522727272727,0.965068181818182,0,0.798340909090909,0.775386363636364,0.719545454545454,0.801477272727273,0.972227272727273,0.961045454545455,0.971181818181818,0.909363636363636,0.844636363636364,0.964954545454546,0.923136363636364
"8",0.915681818181818,0.634977272727273,0.896409090909091,0.741613636363636,0.794181818181818,0.944045454545455,0.798340909090909,0,0.761090909090909,0.742522727272727,0.658727272727273,0.952090909090909,0.935522727272727,0.991136363636364,0.855727272727273,0.672318181818182,0.928613636363636,0.917386363636364
"9",0.965613636363636,0.742545454545455,0.965068181818182,0.778318181818182,0.723295454545455,0.938681818181818,0.775386363636364,0.761090909090909,0,0.815681818181818,0.837386363636364,0.950590909090909,0.929113636363636,0.985159090909091,0.828,0.802090909090909,0.939931818181818,0.873090909090909
"10",1,0.679318181818182,0.974,0.759977272727273,0.773477272727273,0.954590909090909,0.719545454545454,0.742522727272727,0.815681818181818,0,0.763090909090909,0.971318181818182,0.972454545454545,0.986113636363636,0.869681818181818,0.637727272727273,0.966181818181818,0.947068181818182
"11",0.964477272727273,0.508386363636364,0.965454545454545,0.728545454545454,0.822363636363636,0.975431818181818,0.801477272727273,0.658727272727273,0.837386363636364,0.763090909090909,0,1,0.965295454545455,1,0.894477272727273,0.671909090909091,0.961522727272727,0.977181818181818
"12",0.858727272727273,1,0.859727272727273,0.997,1,0.928931818181818,0.972227272727273,0.952090909090909,0.950590909090909,0.971318181818182,1,0,0.654022727272727,0.984068181818182,1,1,0.980477272727273,0.963931818181818
"13",0.861181818181818,0.986068181818182,0.873136363636364,0.932159090909091,0.974681818181818,0.926977272727273,0.961045454545455,0.935522727272727,0.929113636363636,0.972454545454545,0.965295454545455,0.654022727272727,0,1,0.978659090909091,0.986068181818182,0.986022727272727,0.949340909090909
"14",0.984136363636364,0.987545454545455,0.974159090909091,0.990409090909091,1,0.977545454545455,0.971181818181818,0.991136363636364,0.985159090909091,0.986113636363636,1,0.984068181818182,1,0,0.970545454545455,0.973772727272727,0.597704545454545,0.962840909090909
"15",1,0.848681818181818,0.942545454545455,0.757159090909091,0.706977272727273,0.917045454545454,0.909363636363636,0.855727272727273,0.828,0.869681818181818,0.894477272727273,1,0.978659090909091,0.970545454545455,0,0.853590909090909,0.977295454545455,0.914045454545454
"16",0.977363636363636,0.589454545454545,0.986,0.718045454545455,0.732227272727273,0.962863636363636,0.844636363636364,0.672318181818182,0.802090909090909,0.637727272727273,0.671909090909091,1,0.986068181818182,0.973772727272727,0.853590909090909,0,0.966204545454545,0.948727272727273
"17",0.899840909090909,0.966318181818182,0.971704545454545,0.977818181818182,0.976772727272727,0.968522727272727,0.964954545454546,0.928613636363636,0.939931818181818,0.966181818181818,0.961522727272727,0.980477272727273,0.986022727272727,0.597704545454545,0.977295454545455,0.966204545454545,0,0.959068181818182
"18",0.987022727272727,0.94225,0.944636363636364,0.923045454545455,0.851227272727273,0.700022727272727,0.923136363636364,0.917386363636364,0.873090909090909,0.947068181818182,0.977181818181818,0.963931818181818,0.949340909090909,0.962840909090909,0.914045454545454,0.948727272727273,0.959068181818182,0
